ID;Код марки ТС;Наименование марки ТС;Код модели ТС;Наименование модели ТС;Синоним наименования модели
265;mercedes-benz;МЕРСЕДЕС-БЕНЦ;mercedes-benz.e-class;E-CLASS;МЕРСЕДЕСБЕНЦE200D
265;mercedes-benz;МЕРСЕДЕС-БЕНЦ;mercedes-benz.e-class;E-CLASS;MERCEDESBENZE200
265;mercedes-benz;МЕРСЕДЕС-БЕНЦ;mercedes-benz.e-class;E-CLASS;E2004MATIC
265;mercedes-benz;МЕРСЕДЕС-БЕНЦ;mercedes-benz.e-class;E-CLASS;E200CGI
265;mercedes-benz;МЕРСЕДЕС-БЕНЦ;mercedes-benz.e-class;E-CLASS;E200COMPRESSOR
265;mercedes-benz;МЕРСЕДЕС-БЕНЦ;mercedes-benz.e-class;E-CLASS;ECLASSE2004MATIC
265;mercedes-benz;МЕРСЕДЕС-БЕНЦ;mercedes-benz.e-class;E-CLASS;E220
265;mercedes-benz;МЕРСЕДЕС-БЕНЦ;mercedes-benz.e-class;E-CLASS;E220D4MATIC
265;mercedes-benz;МЕРСЕДЕС-БЕНЦ;mercedes-benz.e-class;E-CLASS;E220CDI
265;mercedes-benz;МЕРСЕДЕС-БЕНЦ;mercedes-benz.e-class;E-CLASS;E240
265;mercedes-benz;МЕРСЕДЕС-БЕНЦ;mercedes-benz.e-class;E-CLASS;E240AT
265;mercedes-benz;МЕРСЕДЕС-БЕНЦ;mercedes-benz.e-class;E-CLASS;E240ATElEGANCE
265;mercedes-benz;МЕРСЕДЕС-БЕНЦ;mercedes-benz.e-class;E-CLASS;E240ElEGANCE
265;mercedes-benz;МЕРСЕДЕС-БЕНЦ;mercedes-benz.e-class;E-CLASS;E240ЭЛЕГАНС
265;mercedes-benz;МЕРСЕДЕС-БЕНЦ;mercedes-benz.e-class;E-CLASS;E300
265;mercedes-benz;МЕРСЕДЕС-БЕНЦ;mercedes-benz.e-class;E-CLASS;E4004МАТИК
265;mercedes-benz;МЕРСЕДЕС-БЕНЦ;mercedes-benz.e-class;E-CLASS;E4004MATIC
265;mercedes-benz;МЕРСЕДЕС-БЕНЦ;mercedes-benz.e-class;E-CLASS;МЕРСЕДЕСБЕНЦE500
266;mercedes-benz;МЕРСЕДЕС-БЕНЦ;mercedes-benz.conecto_2;CONECTO 2;CONECTO2
267;mercedes-benz;МЕРСЕДЕС-БЕНЦ;mercedes-benz.m-class;M-CLASS;MCLASS
267;mercedes-benz;МЕРСЕДЕС-БЕНЦ;mercedes-benz.m-class;M-CLASS;MERCEDESBENZML350
267;mercedes-benz;МЕРСЕДЕС-БЕНЦ;mercedes-benz.m-class;M-CLASS;ML3004MATIC
267;mercedes-benz;МЕРСЕДЕС-БЕНЦ;mercedes-benz.m-class;M-CLASS;ML320
267;mercedes-benz;МЕРСЕДЕС-БЕНЦ;mercedes-benz.m-class;M-CLASS;ML3504MATIC
267;mercedes-benz;МЕРСЕДЕС-БЕНЦ;mercedes-benz.m-class;M-CLASS;ML350CDI4MATIC
267;mercedes-benz;МЕРСЕДЕС-БЕНЦ;mercedes-benz.m-class;M-CLASS;МЕРСЕДЕСБЕНЦMCLASSML350
268;mercedes-benz;МЕРСЕДЕС-БЕНЦ;mercedes-benz.r-class;R-CLASS;RCLASS
268;mercedes-benz;МЕРСЕДЕС-БЕНЦ;mercedes-benz.r-class;R-CLASS;R350
268;mercedes-benz;МЕРСЕДЕС-БЕНЦ;mercedes-benz.r-class;R-CLASS;R350AWD
269;mercedes-benz;МЕРСЕДЕС-БЕНЦ;mercedes-benz.s-class;S-CLASS;SCLASS
269;mercedes-benz;МЕРСЕДЕС-БЕНЦ;mercedes-benz.s-class;S-CLASS;S320
269;mercedes-benz;МЕРСЕДЕС-БЕНЦ;mercedes-benz.s-class;S-CLASS;S350BLUETEC4MATIC
269;mercedes-benz;МЕРСЕДЕС-БЕНЦ;mercedes-benz.s-class;S-CLASS;S400D4MATIC
269;mercedes-benz;МЕРСЕДЕС-БЕНЦ;mercedes-benz.s-class;S-CLASS;S4004MATICMAYBACH
269;mercedes-benz;МЕРСЕДЕС-БЕНЦ;mercedes-benz.s-class;S-CLASS;S500
269;mercedes-benz;МЕРСЕДЕС-БЕНЦ;mercedes-benz.s-class;S-CLASS;S5004MATIC
269;mercedes-benz;МЕРСЕДЕС-БЕНЦ;mercedes-benz.s-class;S-CLASS;S5004MATICMAYBACH
270;mercedes-benz;МЕРСЕДЕС-БЕНЦ;mercedes-benz.sprinter;SPRINTER;SPRINTER
270;mercedes-benz;МЕРСЕДЕС-БЕНЦ;mercedes-benz.sprinter;SPRINTER;223212
270;mercedes-benz;МЕРСЕДЕС-БЕНЦ;mercedes-benz.sprinter;SPRINTER;223685
270;mercedes-benz;МЕРСЕДЕС-БЕНЦ;mercedes-benz.sprinter;SPRINTER;SPRINTER311CDI
271;mercedes-benz;МЕРСЕДЕС-БЕНЦ;mercedes-benz.sprinter_classic;SPRINTER CLASSIC;SPRINTERCLASSIC
272;mercedes-benz;МЕРСЕДЕС-БЕНЦ;mercedes-benz.tourismo;TOURISMO;TOURISMO
273;mercedes-benz;МЕРСЕДЕС-БЕНЦ;mercedes-benz.c-class;C-CLASS;CCLASS
273;mercedes-benz;МЕРСЕДЕС-БЕНЦ;mercedes-benz.c-class;C-CLASS;C180
273;mercedes-benz;МЕРСЕДЕС-БЕНЦ;mercedes-benz.c-class;C-CLASS;MERCEDESBENZC180КОМПРЕССОР
273;mercedes-benz;МЕРСЕДЕС-БЕНЦ;mercedes-benz.c-class;C-CLASS;C200
273;mercedes-benz;МЕРСЕДЕС-БЕНЦ;mercedes-benz.c-class;C-CLASS;200
273;mercedes-benz;МЕРСЕДЕС-БЕНЦ;mercedes-benz.c-class;C-CLASS;C200ELEGANCE
273;mercedes-benz;МЕРСЕДЕС-БЕНЦ;mercedes-benz.c-class;C-CLASS;МЕРСЕДЕСБЕНЦC220CDI
273;mercedes-benz;МЕРСЕДЕС-БЕНЦ;mercedes-benz.c-class;C-CLASS;C230K
274;mercedes-benz;МЕРСЕДЕС-БЕНЦ;mercedes-benz.cla;CLA;CLA
274;mercedes-benz;МЕРСЕДЕС-БЕНЦ;mercedes-benz.cla;CLA;CLA200
275;mercedes-benz;МЕРСЕДЕС-БЕНЦ;mercedes-benz.cls;CLS;CLS
275;mercedes-benz;МЕРСЕДЕС-БЕНЦ;mercedes-benz.cls;CLS;CLS320CDI
275;mercedes-benz;МЕРСЕДЕС-БЕНЦ;mercedes-benz.cls;CLS;CLS350
276;mini;МИНИ;mini.countryman;COUNTRYMAN;COUNTRYMAN
276;mini;МИНИ;mini.countryman;COUNTRYMAN;КУПЕРКАНТРИМЕН
277;mini;МИНИ;mini.hatch;HATCH;HATCH
278;mitsubishi;МИЦУБИСИ;mitsubishi.asx;ASX;ASX
278;mitsubishi;МИЦУБИСИ;mitsubishi.asx;ASX;АСХ
278;mitsubishi;МИЦУБИСИ;mitsubishi.asx;ASX;ASX18
279;mitsubishi;МИЦУБИСИ;mitsubishi.outlander;OUTLANDER;OUTLANDER
279;mitsubishi;МИЦУБИСИ;mitsubishi.outlander;OUTLANDER;АУТЛЕНДЕР
279;mitsubishi;МИЦУБИСИ;mitsubishi.outlander;OUTLANDER;OUTLANDER24
279;mitsubishi;МИЦУБИСИ;mitsubishi.outlander;OUTLANDER;АУТЛЕНДЕР24
279;mitsubishi;МИЦУБИСИ;mitsubishi.outlander;OUTLANDER;ОУТЛАНДЕР
279;mitsubishi;МИЦУБИСИ;mitsubishi.outlander;OUTLANDER;АУТЛЭНДЭР
280;mitsubishi;МИЦУБИСИ;mitsubishi.delica;DELICA;DELICA
281;mitsubishi;МИЦУБИСИ;mitsubishi.canter;САNТЕR;САNТЕR
281;mitsubishi;МИЦУБИСИ;mitsubishi.canter;САNТЕR;47012A
281;mitsubishi;МИЦУБИСИ;mitsubishi.canter;САNТЕR;47064A
282;mitsubishi;МИЦУБИСИ;mitsubishi.l200;L200;L200
282;mitsubishi;МИЦУБИСИ;mitsubishi.l200;L200;L20024
282;mitsubishi;МИЦУБИСИ;mitsubishi.l200;L200;L20025
283;mitsubishi;МИЦУБИСИ;mitsubishi.lancer;LANCER;LANCER
283;mitsubishi;МИЦУБИСИ;mitsubishi.lancer;LANCER;LANCER18
283;mitsubishi;МИЦУБИСИ;mitsubishi.lancer;LANCER;ЛАНСЕР
283;mitsubishi;МИЦУБИСИ;mitsubishi.lancer;LANCER;ЛАНСЕР13
283;mitsubishi;МИЦУБИСИ;mitsubishi.lancer;LANCER;ЛАНСЕР13GLI
283;mitsubishi;МИЦУБИСИ;mitsubishi.lancer;LANCER;ЛАНСЕР15
283;mitsubishi;МИЦУБИСИ;mitsubishi.lancer;LANCER;ЛАНСЕР16
283;mitsubishi;МИЦУБИСИ;mitsubishi.lancer;LANCER;ЛАНСЕР18
283;mitsubishi;МИЦУБИСИ;mitsubishi.lancer;LANCER;ЛАНСЕР1818
283;mitsubishi;МИЦУБИСИ;mitsubishi.lancer;LANCER;ЛАНСЕР20
284;mitsubishi;МИЦУБИСИ;mitsubishi.pajero;PAJERO;PAJERO
284;mitsubishi;МИЦУБИСИ;mitsubishi.pajero;PAJERO;ПАТЖЕРО
284;mitsubishi;МИЦУБИСИ;mitsubishi.pajero;PAJERO;ПАДЖЕРО
284;mitsubishi;МИЦУБИСИ;mitsubishi.pajero;PAJERO;ПАДЖЕРО30LWB
284;mitsubishi;МИЦУБИСИ;mitsubishi.pajero;PAJERO;PAJERO30LWB
284;mitsubishi;МИЦУБИСИ;mitsubishi.pajero;PAJERO;МИЦУБИСИПАТЖЕРО32
285;mitsubishi;МИЦУБИСИ;mitsubishi.fighter;FIGHTER;FIGHTER
286;moscvich;МОСКВИЧ;moscvich.3;3;3
286;moscvich;МОСКВИЧ;moscvich.3;3;3DA21AA015W
286;moscvich;МОСКВИЧ;moscvich.3;3;3JA1BAC1
287;neoplan;НЕОПЛАН;neoplan.cityliner;CITYLINER;CITYLINER
287;neoplan;НЕОПЛАН;neoplan.cityliner;CITYLINER;СИТИЛАЙНЕР
288;neoplan;НЕОПЛАН;neoplan.tourliner;TOURLINER;TOURLINER
288;neoplan;НЕОПЛАН;neoplan.tourliner;TOURLINER;ТУРЛАЙНЕР
289;nefaz;НЕФАЗ;nefaz.4208;4208;4208
290;nefaz;НЕФАЗ;nefaz.5299;5299;5299
291;nissan;НИССАН;nissan.almera;ALMERA;ALMERA
291;nissan;НИССАН;nissan.almera;ALMERA;АЛЬМЕРА
292;nissan;НИССАН;nissan.almera_classic;ALMERA CLASSIC;ALMERA CLASSIC
292;nissan;НИССАН;nissan.almera_classic;ALMERA CLASSIC;ALMERACLASSIC16SE
292;nissan;НИССАН;nissan.almera_classic;ALMERA CLASSIC;АЛМЕРАКЛАССИК
292;nissan;НИССАН;nissan.almera_classic;ALMERA CLASSIC;АЛЬМЕРАКЛАССИК16
293;nissan;НИССАН;nissan.atlas;ATLAS;ATLAS
293;nissan;НИССАН;nissan.atlas;ATLAS;АТЛАС
294;nissan;НИССАН;nissan.gloria;GLORIA;GLORIA
294;nissan;НИССАН;nissan.gloria;GLORIA;ГЛОРИЯ
295;nissan;НИССАН;nissan.juke;JUKE;JUKE
295;nissan;НИССАН;nissan.juke;JUKE;ДЖУК
295;nissan;НИССАН;nissan.juke;JUKE;ЖУК
296;nissan;НИССАН;nissan.diesel;DIESEL;DIESEL
297;nissan;НИССАН;nissan.qashqai;QASHQAI;QASHQAI
297;nissan;НИССАН;nissan.qashqai;QASHQAI;QASHQAI20
297;nissan;НИССАН;nissan.qashqai;QASHQAI;QASHQAIMR20ИП
297;nissan;НИССАН;nissan.qashqai;QASHQAI;КАШКАЙ
297;nissan;НИССАН;nissan.qashqai;QASHQAI;КАШКАЙ16SE
297;nissan;НИССАН;nissan.qashqai;QASHQAI;КАШКАЙ20SЕ
297;nissan;НИССАН;nissan.qashqai;QASHQAI;КАШКАЙ20
298;nissan;НИССАН;nissan.x-trail;X-TRAIL;XTRAIL
298;nissan;НИССАН;nissan.x-trail;X-TRAIL;XTRAILQR25ИП
298;nissan;НИССАН;nissan.x-trail;X-TRAIL;XTRAILMR20ИП
298;nissan;НИССАН;nissan.x-trail;X-TRAIL;XTRAIL20
298;nissan;НИССАН;nissan.x-trail;X-TRAIL;XTRAIL20SE
298;nissan;НИССАН;nissan.x-trail;X-TRAIL;ИКСТРЕЙЛ
299;nissan;НИССАН;nissan.cabstar;CABSTAR;CABSTAR
300;nissan;НИССАН;nissan.murano;MURANO;MURANO
300;nissan;НИССАН;nissan.murano;MURANO;МУРАНО
300;nissan;НИССАН;nissan.murano;MURANO;МУРАНО35SE
300;nissan;НИССАН;nissan.murano;MURANO;МУРАНО35
301;nissan;НИССАН;nissan.navara;NAVARA;NAVARA
301;nissan;НИССАН;nissan.navara;NAVARA;НАВАРА
302;nissan;НИССАН;nissan.note;NOTE;NOTE
302;nissan;НИССАН;nissan.note;NOTE;НОУТ
302;nissan;НИССАН;nissan.note;NOTE;НОУТ16
302;nissan;НИССАН;nissan.note;NOTE;НОУТ16ЛЮКСУРИ
302;nissan;НИССАН;nissan.note;NOTE;NOTEHYBRID
303;nissan;НИССАН;nissan.patrol;PATROL;PATROL
303;nissan;НИССАН;nissan.patrol;PATROL;ПАТРОЛ
303;nissan;НИССАН;nissan.patrol;PATROL;PATROL30ТDI
303;nissan;НИССАН;nissan.patrol;PATROL;ПАТРОЛ30DI
304;nissan;НИССАН;nissan.pathfinder;PATHFINDER;PATHFINDER
304;nissan;НИССАН;nissan.pathfinder;PATHFINDER;ПАТФАЙНДЕР
304;nissan;НИССАН;nissan.pathfinder;PATHFINDER;PATHFINDER25D
305;nissan;НИССАН;nissan.primera;PRIMERA;PRIMERA
305;nissan;НИССАН;nissan.primera;PRIMERA;ПРИМЕРА
305;nissan;НИССАН;nissan.primera;PRIMERA;PRIMERA16COMFORT
305;nissan;НИССАН;nissan.primera;PRIMERA;PRIMERAПРИМЕРА
306;nissan;НИССАН;nissan.serena;SERENA;SERENA
306;nissan;НИССАН;nissan.serena;SERENA;СЕРЕНА
306;nissan;НИССАН;nissan.serena;SERENA;SERENA HYBRID
307;nissan;НИССАН;nissan.stagea;STAGEA;STAGEA
308;nissan;НИССАН;nissan.terrano;TERRANO;TERRANO
308;nissan;НИССАН;nissan.terrano;TERRANO;TERRANOН4МИF4
308;nissan;НИССАН;nissan.terrano;TERRANO;TERRANOН4МИПЕ
308;nissan;НИССАН;nissan.terrano;TERRANO;ТЕРРАНО
309;nissan;НИССАН;nissan.teana;TEANA;TEANA
309;nissan;НИССАН;nissan.teana;TEANA;TEANA25
309;nissan;НИССАН;nissan.teana;TEANA;TEANA25LUXURY
309;nissan;НИССАН;nissan.teana;TEANA;ТЕАНА
309;nissan;НИССАН;nissan.teana;TEANA;ТЕАНА25
310;nissan;НИССАН;nissan.tiida;TIIDA;TIIDA
310;nissan;НИССАН;nissan.tiida;TIIDA;ТИИДА
310;nissan;НИССАН;nissan.tiida;TIIDA;ТИИДА16КОМФОРТ
310;nissan;НИССАН;nissan.tiida;TIIDA;ТИИДА16TEKHNA
311;omoda;ОМОДА;omoda.c5;C5;C5
311;omoda;ОМОДА;omoda.c5;C5;C5T34DPL4BL51E213T
312;omoda;ОМОДА;omoda.s5;S5;S5
313;opel;ОПЕЛЬ;opel.antara;ANTARA;ANTARA
313;opel;ОПЕЛЬ;opel.antara;ANTARA;АНТАРА
314;opel;ОПЕЛЬ;opel.astra;ASTRA;ASTRA
314;opel;ОПЕЛЬ;opel.astra;ASTRA;АСТРА
314;opel;ОПЕЛЬ;opel.astra;ASTRA;ASTRAAH
314;opel;ОПЕЛЬ;opel.astra;ASTRA;АСТРАAH
314;opel;ОПЕЛЬ;opel.astra;ASTRA;ASTRAWAGON
314;opel;ОПЕЛЬ;opel.astra;ASTRA;АСТРАСТАТИОНВАГОН
314;opel;ОПЕЛЬ;opel.astra;ASTRA;АСТРАGTCPJSW
314;opel;ОПЕЛЬ;opel.astra;ASTRA;АСТРАPJSWGTC
314;opel;ОПЕЛЬ;opel.astra;ASTRA;PJASTRA
315;opel;ОПЕЛЬ;opel.vectra;VECTRA;VECTRA
315;opel;ОПЕЛЬ;opel.vectra;VECTRA;ВЕКТРА
315;opel;ОПЕЛЬ;opel.vectra;VECTRA;ВЕКТРАVECTRA
316;opel;ОПЕЛЬ;opel.zafira;ZAFIRA;ZAFIRA
316;opel;ОПЕЛЬ;opel.zafira;ZAFIRA;ZAFIRATOURER
316;opel;ОПЕЛЬ;opel.zafira;ZAFIRA;ЗАФИРА
317;opel;ОПЕЛЬ;opel.insignia;INSIGNIA;INSIGNIA
317;opel;ОПЕЛЬ;opel.insignia;INSIGNIA;ИНСИГНИЯ
318;opel;ОПЕЛЬ;opel.combo;COMBO;COMBO
318;opel;ОПЕЛЬ;opel.combo;COMBO;КОМБО
319;opel;ОПЕЛЬ;opel.corsa;CORSA;CORSA
319;opel;ОПЕЛЬ;opel.corsa;CORSA;КОРСА
320;opel;ОПЕЛЬ;opel.mokka;MOKKA;MOKKA
320;opel;ОПЕЛЬ;opel.mokka;MOKKA;МОККА
320;opel;ОПЕЛЬ;opel.mokka;MOKKA;W0LJМОККА
321;paz;ПАЗ;paz.3203;3203;3203
322;paz;ПАЗ;paz.3204;3204;3204
322;paz;ПАЗ;paz.3204;3204;320412-04
322;paz;ПАЗ;paz.3204;3204;320412-10
322;paz;ПАЗ;paz.3204;3204;320435-04
323;paz;ПАЗ;paz.3205;3205;3205
323;paz;ПАЗ;paz.3205;3205;32053
323;paz;ПАЗ;paz.3205;3205;32054
324;paz;ПАЗ;paz.4234;4234;4234
325;paz;ПАЗ;paz.320412;320412;320412
326;peugeot;ПЕЖО;peugeot.206;206;206
327;peugeot;ПЕЖО;peugeot.308;308;308
328;peugeot;ПЕЖО;peugeot.3008;3008;3008
329;peugeot;ПЕЖО;peugeot.4008;4008;4008
330;peugeot;ПЕЖО;peugeot.5008;5008;5008
331;peugeot;ПЕЖО;peugeot.boxer;BOXER;BOXER
331;peugeot;ПЕЖО;peugeot.boxer;BOXER;БОКСЕР
331;peugeot;ПЕЖО;peugeot.boxer;BOXER;L4H2M2A
331;peugeot;ПЕЖО;peugeot.boxer;BOXER;2227SK
331;peugeot;ПЕЖО;peugeot.boxer;BOXER;2227SК
332;peugeot;ПЕЖО;peugeot.partner;PARTNER;PARTNER
332;peugeot;ПЕЖО;peugeot.partner;PARTNER;ПАРТНЕР
333;peterbilt;ПЕТЕРБИЛТ;peterbilt.387;387;387
333;peterbilt;ПЕТЕРБИЛТ;peterbilt.387;387;РЕТЕRВILТ387
334;pontiac;ПОНТИАК;pontiac.vibe;VIBE;VIBE
335;porsche;ПОРШЕ;porsche.911;911;911
336;porsche;ПОРШЕ;porsche.cayenne;CAYENNE;CAYENNE
336;porsche;ПОРШЕ;porsche.cayenne;CAYENNE;CAYENNEGTSEI22
336;porsche;ПОРШЕ;porsche.cayenne;CAYENNE;CAYENNETURBO
336;porsche;ПОРШЕ;porsche.cayenne;CAYENNE;CAYENNEDIESEL
336;porsche;ПОРШЕ;porsche.cayenne;CAYENNE;КАЕН
336;porsche;ПОРШЕ;porsche.cayenne;CAYENNE;КАЕННДИЗЕЛЬ
336;porsche;ПОРШЕ;porsche.cayenne;CAYENNE;КАЙЕН
336;porsche;ПОРШЕ;porsche.cayenne;CAYENNE;КАЙЕНДИЗЕЛЬ
336;porsche;ПОРШЕ;porsche.cayenne;CAYENNE;КАЙЕНН
337;porsche;ПОРШЕ;porsche.macan;MACAN;MACAN
337;porsche;ПОРШЕ;porsche.macan;MACAN;МАКАН
338;porsche;ПОРШЕ;porsche.panamera;PANAMERA;PANAMERA
338;porsche;ПОРШЕ;porsche.panamera;PANAMERA;PANAMERADIESEL
338;porsche;ПОРШЕ;porsche.panamera;PANAMERA;PANAMERAGTS
338;porsche;ПОРШЕ;porsche.panamera;PANAMERA;ПАНАМЕРА4
338;porsche;ПОРШЕ;porsche.panamera;PANAMERA;ПАНАМЕРАGTS
339;ravon;РАВОН;ravon.nexia_r3;NEXIA R3;NEXIAR3
339;ravon;РАВОН;ravon.nexia_r3;NEXIA R3;НЕКСИЯR3
340;renault;РЕНО;renault.arkana;ARKANA;ARKANA
340;renault;РЕНО;renault.arkana;ARKANA;ARKANARJCLE2M1X5ES0M0B00
340;renault;РЕНО;renault.arkana;ARKANA;АРКАНА
341;renault;РЕНО;renault.duster;DUSTER;DUSTER
341;renault;РЕНО;renault.duster;DUSTER;DUSTERHSRDDG
341;renault;РЕНО;renault.duster;DUSTER;DUSTERHSRDB4
341;renault;РЕНО;renault.duster;DUSTER;DUSTERHSRHGN
341;renault;РЕНО;renault.duster;DUSTER;ДАСТЕР
342;renault;РЕНО;renault.dokker;DOKKER;DOKKER
342;renault;РЕНО;renault.dokker;DOKKER;ДОККЕР
343;renault;РЕНО;renault.kaptur;KAPTUR;KAPTUR
343;renault;РЕНО;renault.kaptur;KAPTUR;KAPTURASRA19
343;renault;РЕНО;renault.kaptur;KAPTUR;КАПТУР
343;renault;РЕНО;renault.kaptur;KAPTUR;КАПТЮР
344;renault;РЕНО;renault.clio;CLIO;CLIO
344;renault;РЕНО;renault.clio;CLIO;КЛИО
345;renault;РЕНО;renault.koleos;KOLEOS;KOLEOS
345;renault;РЕНО;renault.koleos;KOLEOS;КОЛЕОС
346;renault;РЕНО;renault.kangoo;KANGOO;KANGOO
346;renault;РЕНО;renault.kangoo;KANGOO;КАНГУ
347;renault;РЕНО;renault.logan;LOGAN;LOGAN
347;renault;РЕНО;renault.logan;LOGAN;LOGAN4SRLV4
347;renault;РЕНО;renault.logan;LOGAN;LOGAN4SRLTB
347;renault;РЕНО;renault.logan;LOGAN;LOGANLOGANSR
347;renault;РЕНО;renault.logan;LOGAN;LOGANSTEPWAY
347;renault;РЕНО;renault.logan;LOGAN;LOGANSTEPWAY4SRMAZ
347;renault;РЕНО;renault.logan;LOGAN;ЛОГАН
347;renault;РЕНО;renault.logan;LOGAN;ЛОГАН4SRLV4
347;renault;РЕНО;renault.logan;LOGAN;ЛОГАН4SRLTB
347;renault;РЕНО;renault.logan;LOGAN;ЛОГАНSR
347;renault;РЕНО;renault.logan;LOGAN;ЛОГАНЛОГАН
348;renault;РЕНО;renault.magnum;MAGNUM;MAGNUM
348;renault;РЕНО;renault.magnum;MAGNUM;МАГНУМ
348;renault;РЕНО;renault.magnum;MAGNUM;MAGNUMAE430
348;renault;РЕНО;renault.magnum;MAGNUM;МАГНУМ440ТЕСН
349;renault;РЕНО;renault.master;MASTER;MASTER
349;renault;РЕНО;renault.master;MASTER;МАСТЕР
350;renault;РЕНО;renault.megane;MEGANE;MEGANE
350;renault;РЕНО;renault.megane;MEGANE;МЕГАН
350;renault;РЕНО;renault.megane;MEGANE;MEANESCENIC
350;renault;РЕНО;renault.megane;MEGANE;MEGANIII
350;renault;РЕНО;renault.megane;MEGANE;MEGANEIIEX2CEA110
350;renault;РЕНО;renault.megane;MEGANE;MEGANESCENIC15DCI
350;renault;РЕНО;renault.megane;MEGANE;МЕГАНСЦЕНИК
351;renault;РЕНО;renault.premium;PREMIUM;PREMIUM
351;renault;РЕНО;renault.premium;PREMIUM;ПРЕМИУМ
351;renault;РЕНО;renault.premium;PREMIUM;PREMIUM38019T
351;renault;РЕНО;renault.premium;PREMIUM;ПРЕМИУМ44026Т
352;renault;РЕНО;renault.sandero;SANDERO;SANDERO
352;renault;РЕНО;renault.sandero;SANDERO;САНДЕРО
352;renault;РЕНО;renault.sandero;SANDERO;SANDEROSTEPWAY
352;renault;РЕНО;renault.sandero;SANDERO;SANDEROSTEPWAY5SRLVG
353;renault;РЕНО;renault.symbol;SYMBOL;SYMBOL
353;renault;РЕНО;renault.symbol;SYMBOL;СИМБОЛ
354;renault;РЕНО;renault.scenic;SCENIC;SCENIC
354;renault;РЕНО;renault.scenic;SCENIC;СЦЕНИК
355;renault;РЕНО;renault.t-series;T-SERIES;TSERIES
355;renault;РЕНО;renault.t-series;T-SERIES;ТСЕРИЯ
355;renault;РЕНО;renault.t-series;T-SERIES;T4X2T4X2
355;renault;РЕНО;renault.t-series;T-SERIES;T4X2
356;renault;РЕНО;renault.fluence;FLUENCE;FLUENCE
356;renault;РЕНО;renault.fluence;FLUENCE;ФЛУЕНС
357;rolls-royce;РОЛЛС РОЙС;rolls-royce.cullinan;CULLINAN;CULLINAN
357;rolls-royce;РОЛЛС РОЙС;rolls-royce.cullinan;CULLINAN;КАЛЛИНЭН
357;rolls-royce;РОЛЛС РОЙС;rolls-royce.cullinan;CULLINAN;КАЛЛИНАН
358;saab;СААБ;saab.9-3;9-3;93
359;seat;СЕАТ;seat.leon;LEON;LEON
359;seat;СЕАТ;seat.leon;LEON;ЛЕОН
360;setra;СЕТРА;setra.setra_s317_gt-hd;SETRA S317 GT-HD;SETRAS317GTHD
360;setra;СЕТРА;setra.setra_s317_gt-hd;SETRA S317 GT-HD;S317GTHD
361;setra;СЕТРА;setra.s417_gt-hd;S417 GT-HD;S417GTHD
362;citroen;СИТРОЕН;citroen.berlingo;BERLINGO;BERLINGO
362;citroen;СИТРОЕН;citroen.berlingo;BERLINGO;БЕРЛИНГО
363;citroen;СИТРОЕН;citroen.jumper;JUMPER;JUMPER
363;citroen;СИТРОЕН;citroen.jumper;JUMPER;L4H2M2CA
363;citroen;СИТРОЕН;citroen.jumper;JUMPER;L4H2M2CB
363;citroen;СИТРОЕН;citroen.jumper;JUMPER;ДЖАМПЕР
363;citroen;СИТРОЕН;citroen.jumper;JUMPER;2227WO
364;citroen;СИТРОЕН;citroen.c4;C4;C4
365;citroen;СИТРОЕН;citroen.c5;C5;C5
366;scania;СКАНИЯ;scania.4-series;4-SERIES;4SERIES
367;scania;СКАНИЯ;scania.g-series;G-SERIES;GSERIES
367;scania;СКАНИЯ;scania.g-series;G-SERIES;G380LA4X2HNA
367;scania;СКАНИЯ;scania.g-series;G-SERIES;G400LA4X2HNA
367;scania;СКАНИЯ;scania.g-series;G-SERIES;G400LA4X2HNAADRFL
367;scania;СКАНИЯ;scania.g-series;G-SERIES;G440LA4X2HNA
368;scania;СКАНИЯ;scania.irizar;IRIZAR;IRIZAR
368;scania;СКАНИЯ;scania.irizar;IRIZAR;ИРИЗАР
369;scania;СКАНИЯ;scania.p-series;P-SERIES;PSERIES
369;scania;СКАНИЯ;scania.p-series;P-SERIES;P114GA4X2NA340
369;scania;СКАНИЯ;scania.p-series;P-SERIES;Р114GA4X2NA340
369;scania;СКАНИЯ;scania.p-series;P-SERIES;114
369;scania;СКАНИЯ;scania.p-series;P-SERIES;P114
370;scania;СКАНИЯ;scania.r-series;R-SERIES;RSERIES
370;scania;СКАНИЯ;scania.r-series;R-SERIES;R440A4X2NA
370;scania;СКАНИЯ;scania.r-series;R-SERIES;R440А4X2NА
370;scania;СКАНИЯ;scania.r-series;R-SERIES;R440LA4X2HNA
370;scania;СКАНИЯ;scania.r-series;R-SERIES;R440LA4X2MEB
371;scania;СКАНИЯ;scania.touring;TOURING;TOURING
371;scania;СКАНИЯ;scania.touring;TOURING;ТУРИНГ
372;smart;СМАРТ;smart.fortwo;FORTWO;FORTWO
372;smart;СМАРТ;smart.fortwo;FORTWO;ФОРТУ
373;sollers;СОЛЛЕРС;sollers.argo;ARGO;ARGO
373;sollers;СОЛЛЕРС;sollers.argo;ARGO;АРГО
374;sollers;СОЛЛЕРС;sollers.atlant;ATLANT;ATLANT
374;sollers;СОЛЛЕРС;sollers.atlant;ATLANT;АТЛАНТ
375;ssangyong;ССАНГ ЕНГ;ssangyong.actyon;ACTYON;ACTYON
375;ssangyong;ССАНГ ЕНГ;ssangyong.actyon;ACTYON;АКТИОН
